"year" "month" "day" "date" "region" "locality" "sites" "loc_site" "site_id" "ID_transect" "depth_m" "type_uvc" "area_uvc" "environment" "taxa" "size_cm" "abundance" "dataset" "site_date" "diver" "area_uvc_correct" "type_uvc_correct"
"2014" "11" "01" 2014-11-01 "costa_rica" "cocos" "cocos" "cocos-cocos" "costa_rica-cocos" "cocos_2014_cocos_observer_1_1429" 7 NA 40 NA "Thalassoma grammaticum" 20 1 "CocoTEP.csv" "cocos_2014-11" NA NA NA
"2014" "11" "01" 2014-11-01 "costa_rica" "cocos" "cocos" "cocos-cocos" "costa_rica-cocos" "cocos_2014_cocos_observer_1_1429" 7 NA 40 NA "Thalassoma lucasanum" 5 350 "CocoTEP.csv" "cocos_2014-11" NA NA NA
"2014" "11" "01" 2014-11-01 "costa_rica" "cocos" "cocos" "cocos-cocos" "costa_rica-cocos" "cocos_2014_cocos_observer_1_1429" 7 NA 40 NA "Thalassoma lucasanum" 10 120 "CocoTEP.csv" "cocos_2014-11" NA NA NA
"2014" "11" "01" 2014-11-01 "costa_rica" "cocos" "cocos" "cocos-cocos" "costa_rica-cocos" "cocos_2014_cocos_observer_1_1429" 7 NA 40 NA "Plagiotremus azaleus" 10 2 "CocoTEP.csv" "cocos_2014-11" NA NA NA
"2014" "11" "01" 2014-11-01 "costa_rica" "cocos" "cocos" "cocos-cocos" "costa_rica-cocos" "cocos_2014_cocos_observer_1_1429" 7 NA 40 NA "Scarus rubroviolaceus" 50 1 "CocoTEP.csv" "cocos_2014-11" NA NA NA
"2014" "11" "01" 2014-11-01 "costa_rica" "cocos" "cocos" "cocos-cocos" "costa_rica-cocos" "cocos_2014_cocos_observer_1_1429" 7 NA 40 NA "Scarus rubroviolaceus" 35 2 "CocoTEP.csv" "cocos_2014-11" NA NA NA
"2014" "11" "01" 2014-11-01 "costa_rica" "cocos" "cocos" "cocos-cocos" "costa_rica-cocos" "cocos_2014_cocos_observer_1_1429" 7 NA 40 NA "Acanthurus nigricans" 20 2 "CocoTEP.csv" "cocos_2014-11" NA NA NA
"2014" "11" "01" 2014-11-01 "costa_rica" "cocos" "cocos" "cocos-cocos" "costa_rica-cocos" "cocos_2014_cocos_observer_1_1429" 7 NA 40 NA "Ctenochaetus marginatus" 20 1 "CocoTEP.csv" "cocos_2014-11" NA NA NA
"2014" "11" "01" 2014-11-01 "costa_rica" "cocos" "cocos" "cocos-cocos" "costa_rica-cocos" "cocos_2014_cocos_observer_1_1429" 7 NA 40 NA "Ctenochaetus marginatus" 25 2 "CocoTEP.csv" "cocos_2014-11" NA NA NA
"2014" "11" "01" 2014-11-01 "costa_rica" "cocos" "cocos" "cocos-cocos" "costa_rica-cocos" "cocos_2014_cocos_observer_1_1429" 7 NA 40 NA "Prionurus laticlavius" 30 2 "CocoTEP.csv" "cocos_2014-11" NA NA NA
"2014" "11" "01" 2014-11-01 "costa_rica" "cocos" "cocos" "cocos-cocos" "costa_rica-cocos" "cocos_2014_cocos_observer_1_1429" 7 NA 40 NA "Melichthys niger" 25 9 "CocoTEP.csv" "cocos_2014-11" NA NA NA
"2014" "11" "01" 2014-11-01 "costa_rica" "cocos" "cocos" "cocos-cocos" "costa_rica-cocos" "cocos_2014_cocos_observer_1_1440" 15 NA 40 NA "Myripristis berndti" 20 2 "CocoTEP.csv" "cocos_2014-11" NA NA NA
"2014" "11" "01" 2014-11-01 "costa_rica" "cocos" "cocos" "cocos-cocos" "costa_rica-cocos" "cocos_2014_cocos_observer_1_1440" 15 NA 40 NA "Myripristis berndti" 25 2 "CocoTEP.csv" "cocos_2014-11" NA NA NA
"2014" "11" "01" 2014-11-01 "costa_rica" "cocos" "cocos" "cocos-cocos" "costa_rica-cocos" "cocos_2014_cocos_observer_1_1440" 15 NA 40 NA "Cephalopholis panamensis" 25 1 "CocoTEP.csv" "cocos_2014-11" NA NA NA
