locality;month;day;year;sites;observer;zone;exposure;ID_transect;area_uvc;depth_m;genus_species;abund;size_cm 
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1398;40;15;thalassoma_lucasanum;50;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1398;40;15;thalassoma_lucasanum;260;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1398;40;15;scarus_rubroviolaceus;1;35
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1398;40;15;scarus_rubroviolaceus;1;40
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1398;40;15;scarus_rubroviolaceus;1;30
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1398;40;15;scarus_rubroviolaceus;2;35
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1398;40;15;ophioblennius_steindachneri;2;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1398;40;15;ophioblennius_steindachneri;2;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1398;40;15;acanthurus_nigricans;24;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1398;40;15;acanthurus_nigricans;5;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1398;40;15;prionurus_laticlavius;2;30
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1398;40;15;melichthys_niger;30;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1398;40;15;melichthys_niger;50;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1398;40;15;sufflamen_verres;1;30
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1398;40;15;ostracion_meleagris;2;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1398;40;15;arothron_meleagris;2;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;myripristis_berndti;3;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;myripristis_berndti;2;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;epinephelus_labriformis;1;30
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;paranthias_colonus;4;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;paranthias_colonus;4;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;cirrhitichthys_oxycephalus;4;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;caranx_melampygus;1;40
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;caranx_melampygus;1;35
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;lutjanus_viridis;50;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;lutjanus_viridis;10;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;anisotremus_interruptus;1;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;holacanthus_passer;2;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;holacanthus_passer;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;stegastes_arcifrons;18;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;stegastes_arcifrons;86;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;bodianus_diplotaenia;2;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;bodianus_diplotaenia;1;30
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;bodianus_diplotaenia;1;35
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;halichoeres_discolor;30;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;halichoeres_discolor;10;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;thalassoma_lucasanum;2;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;scarus_rubroviolaceus;1;55
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;scarus_rubroviolaceus;1;40
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;scarus_rubroviolaceus;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;ophioblennius_steindachneri;2;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;acanthurus_nigricans;3;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;acanthurus_nigricans;2;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;acanthurus_xanthopterus;1;30
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;ctenochaetus_marginatus;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;prionurus_laticlavius;3;30
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;prionurus_laticlavius;2;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;melichthys_niger;1;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;sufflamen_verres;1;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;zanclus_cornutus;2;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;aulostomus_chinensis;2;40
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1409;40;7;canthigaster_punctatissima;2;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;myripristis_berndti;8;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;myripristis_berndti;3;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;sargocentron_suborbitalis;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;dermatolepis_dermatolepis;1;50
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;epinephelus_labriformis;1;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;epinephelus_labriformis;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;epinephelus_labriformis;2;30
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;paranthias_colonus;2;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;paranthias_colonus;10;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;paranthias_colonus;75;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;paranthias_colonus;175;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;caranx_melampygus;1;50
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;lutjanus_viridis;210;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;mulloidichthys_dentatus;30;30
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;holacanthus_passer;2;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;stegastes_arcifrons;160;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;bodianus_diplotaenia;2;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;bodianus_diplotaenia;6;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;halichoeres_adustus;2;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;halichoeres_adustus;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;halichoeres_discolor;14;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;halichoeres_discolor;4;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;thalassoma_grammaticum;2;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;scarus_rubroviolaceus;1;50
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;scarus_rubroviolaceus;1;35
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;scarus_rubroviolaceus;1;40
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;acanthemblemaria_atrata;2;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;acanthurus_nigricans;2;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;acanthurus_triostegus;2;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;ctenochaetus_marginatus;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;prionurus_laticlavius;1;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;prionurus_laticlavius;7;30
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;melichthys_niger;10;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;melichthys_niger;60;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;sufflamen_verres;1;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;aulostomus_chinensis;1;40
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1420;40;7;canthigaster_punctatissima;2;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;myripristis_berndti;3;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;cephalopholis_panamensis;1;30
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;cephalopholis_panamensis;1;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;epinephelus_labriformis;1;45
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;epinephelus_labriformis;1;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;paranthias_colonus;25;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;paranthias_colonus;180;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;caranx_melampygus;20;65
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;lutjanus_viridis;1;30
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;lutjanus_viridis;3;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;lutjanus_viridis;36;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;holacanthus_passer;4;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;johnrandallia_nigrirostris;6;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;microspathodon_dorsalis;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;stegastes_arcifrons;20;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;stegastes_arcifrons;76;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;bodianus_diplotaenia;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;bodianus_diplotaenia;6;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;bodianus_diplotaenia;8;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;thalassoma_grammaticum;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;thalassoma_lucasanum;50;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;thalassoma_lucasanum;8;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;scarus_rubroviolaceus;1;35
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;scarus_rubroviolaceus;1;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;acanthurus_xanthopterus;4;40
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;ctenochaetus_marginatus;1;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;melichthys_niger;6;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;melichthys_niger;20;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;melichthys_vidua;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;sufflamen_verres;1;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;arothron_meleagris;6;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;canthigaster_punctatissima;6;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1406;40;15;canthigaster_punctatissima;2;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;cirrhitichthys_oxycephalus;4;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;cirrhitichthys_oxycephalus;2;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;stegastes_arcifrons;132;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;stegastes_arcifrons;40;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;bodianus_diplotaenia;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;bodianus_diplotaenia;6;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;bodianus_diplotaenia;4;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;halichoeres_discolor;10;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;halichoeres_discolor;16;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;halichoeres_discolor;52;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;thalassoma_grammaticum;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;thalassoma_grammaticum;4;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;thalassoma_lucasanum;210;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;thalassoma_lucasanum;70;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;scarus_rubroviolaceus;2;45
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;scarus_rubroviolaceus;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;scarus_rubroviolaceus;4;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;acanthurus_nigricans;2;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;prionurus_laticlavius;18;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;prionurus_laticlavius;10;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;melichthys_niger;3;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;melichthys_niger;14;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;sufflamen_verres;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;sufflamen_verres;2;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;zanclus_cornutus;2;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;aulostomus_chinensis;2;60
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;arothron_meleagris;4;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;canthigaster_punctatissima;4;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1408;40;8;canthigaster_punctatissima;6;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;cephalopholis_panamensis;1;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;epinephelus_labriformis;1;40
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;paranthias_colonus;10;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;paranthias_colonus;100;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;cirrhitichthys_oxycephalus;2;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;cirrhitichthys_oxycephalus;2;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;caranx_melampygus;1;30
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;lutjanus_argentiventris;1;50
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;lutjanus_viridis;5;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;lutjanus_viridis;2;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;kyphosus_vaigiensis;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;stegastes_arcifrons;16;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;stegastes_arcifrons;42;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;bodianus_diplotaenia;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;bodianus_diplotaenia;4;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;halichoeres_discolor;4;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;halichoeres_discolor;2;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;thalassoma_lucasanum;410;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;thalassoma_lucasanum;14;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;scarus_rubroviolaceus;1;45
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;scarus_rubroviolaceus;1;35
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;scarus_rubroviolaceus;2;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;ophioblennius_steindachneri;2;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;acanthurus_nigricans;2;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;prionurus_laticlavius;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;melichthys_niger;9;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;melichthys_niger;22;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;sufflamen_verres;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;sufflamen_verres;1;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;aulostomus_chinensis;1;60
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;arothron_meleagris;7;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;canthigaster_punctatissima;6;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1407;40;15;canthigaster_punctatissima;8;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;myripristis_berndti;2;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;cephalopholis_panamensis;1;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;epinephelus_labriformis;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;paranthias_colonus;6;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;paranthias_colonus;6;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;paranthias_colonus;4;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;cirrhitichthys_oxycephalus;4;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;cirrhitichthys_oxycephalus;2;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;lutjanus_viridis;3;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;lutjanus_viridis;10;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;kyphosus_vaigiensis;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;kyphosus_vaigiensis;1;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;stegastes_arcifrons;152;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;stegastes_arcifrons;64;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;bodianus_diplotaenia;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;bodianus_diplotaenia;4;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;bodianus_diplotaenia;2;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;halichoeres_discolor;4;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;halichoeres_discolor;40;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;halichoeres_discolor;34;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;thalassoma_grammaticum;1;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;thalassoma_lucasanum;310;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;thalassoma_lucasanum;12;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;thalassoma_lucasanum;18;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;scarus_rubroviolaceus;1;40
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;scarus_rubroviolaceus;1;45
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;scarus_rubroviolaceus;1;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;scarus_rubroviolaceus;2;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;acanthurus_nigricans;4;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;prionurus_laticlavius;27;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;melichthys_niger;8;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;zanclus_cornutus;6;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;aulostomus_chinensis;1;60
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1410;40;8;canthigaster_punctatissima;8;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1417;40;18;dermatolepis_dermatolepis;1;60
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1417;40;18;paranthias_colonus;30;20
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1417;40;18;paranthias_colonus;30;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1417;40;18;paranthias_colonus;10;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1417;40;18;cirrhitichthys_oxycephalus;4;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1417;40;18;cirrhitichthys_oxycephalus;4;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1417;40;18;stegastes_arcifrons;28;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1417;40;18;stegastes_arcifrons;22;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1417;40;18;bodianus_diplotaenia;1;25
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1417;40;18;bodianus_diplotaenia;1;30
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1417;40;18;halichoeres_discolor;4;15
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1417;40;18;halichoeres_discolor;6;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1417;40;18;halichoeres_discolor;4;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1417;40;18;thalassoma_lucasanum;270;5
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1417;40;18;thalassoma_lucasanum;22;10
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1417;40;18;scarus_rubroviolaceus;1;35
cocos;11;;2014;cocos;observer_1;;;cocos_2014_cocos_observer_1_1417;40;18;scarus_rubroviolaceus;2;20
