locality;month;day;year;sites;observer;zone;exposure;ID_transect;area_uvc;depth;genus_species;abund;size_cm
bahia_culebra;23;7;2014;guiri guiri;n_sandoval;;;bahia_culebra_guiri guiri_2014_n_sandoval_3;40;7.5;sargocentron_suborbitalis;1;25
bahia_culebra;23;7;2014;guiri guiri;n_sandoval;;;bahia_culebra_guiri guiri_2014_n_sandoval_3;40;7.5;muraena_lentiginosa;1;25
bahia_culebra;23;7;2014;guiri guiri;n_sandoval;;;bahia_culebra_guiri guiri_2014_n_sandoval_3;40;7.5;lutjanus_argentiventris;1;35
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_1;40;3;stegastes_flavilatus;2;2.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_1;40;3;stegastes_acapulcoensis;20;7.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_1;40;3;chaetodon_humeralis;6;7.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_1;40;3;lutjanus_inermis;2;12.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_1;40;3;lutjanus_guttatus;50;12.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_1;40;3;johnrandallia_nigrirostris;4;12.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_1;40;3;thalassoma_lucasanum;2;12.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_1;40;3;scarus_ghobban;20;12.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_1;40;3;haemulon_maculicauda;25;17.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_1;40;3;alphestes_multiguttatus;1;25
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_1;40;3;arothron_hispidus;1;25
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_1;40;3;epinephelus_labriformis;2;25
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_2;40;3;stegastes_acapulcoensis;15;2.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_2;40;3;abudefduf_troschelii;25;2.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_2;40;3;stegastes_flavilatus;2;2.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_2;40;3;abudefduf_troschelii;5;7.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_2;40;3;serranus_psittacinus;2;7.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_2;40;3;thalassoma_lucasanum;4;12.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_2;40;3;lutjanus_guttatus;40;12.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_2;40;3;haemulon_maculicauda;1;17.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_2;40;3;epinephelus_labriformis;1;17.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_3;40;3;cirrhitichthys_oxycephalus;1;2.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_3;40;3;abudefduf_troschelii;300;7.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_3;40;3;chromis_atrilobata;50;7.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_3;40;3;stegastes_acapulcoensis;15;7.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_3;40;3;haemulon_maculicauda;50;7.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_3;40;3;sufflamen_verres;4;12.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_3;40;3;lutjanus_guttatus;30;12.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_3;40;3;johnrandallia_nigrirostris;2;12.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_3;40;3;lutjanus_inermis;10;17.5
bahia_culebra;22;7;2014;jicaral;a_beita;;;bahia_culebra_jicaral_2014_a_beita_3;40;3;sufflamen_verres;1;25
bahia_culebra;22;7;2014;jicaral;n_sandoval;;;bahia_culebra_jicaral_2014_n_sandoval_1;40;2.8;thalassoma_lucasanum;18;7.5
bahia_culebra;22;7;2014;jicaral;n_sandoval;;;bahia_culebra_jicaral_2014_n_sandoval_1;40;2.8;stegastes_acapulcoensis;10;7.5
bahia_culebra;22;7;2014;jicaral;n_sandoval;;;bahia_culebra_jicaral_2014_n_sandoval_1;40;2.8;halichoeres_dispilus;2;7.5
bahia_culebra;22;7;2014;jicaral;n_sandoval;;;bahia_culebra_jicaral_2014_n_sandoval_1;40;2.8;cirrhitichthys_oxycephalus;1;7.5
bahia_culebra;22;7;2014;jicaral;n_sandoval;;;bahia_culebra_jicaral_2014_n_sandoval_1;40;2.8;serranus_psittacinus;2;7.5
bahia_culebra;22;7;2014;jicaral;n_sandoval;;;bahia_culebra_jicaral_2014_n_sandoval_1;40;2.8;canthigaster_punctatissima;1;7.5
bahia_culebra;22;7;2014;jicaral;n_sandoval;;;bahia_culebra_jicaral_2014_n_sandoval_1;40;2.8;thalassoma_lucasanum;3;12.5
bahia_culebra;22;7;2014;jicaral;n_sandoval;;;bahia_culebra_jicaral_2014_n_sandoval_1;40;2.8;halichoeres_dispilus;1;12.5
bahia_culebra;22;7;2014;jicaral;n_sandoval;;;bahia_culebra_jicaral_2014_n_sandoval_1;40;2.8;lutjanus_guttatus;2;12.5
bahia_culebra;22;7;2014;jicaral;n_sandoval;;;bahia_culebra_jicaral_2014_n_sandoval_1;40;2.8;serranus_psittacinus;1;12.5
bahia_culebra;22;7;2014;jicaral;n_sandoval;;;bahia_culebra_jicaral_2014_n_sandoval_1;40;2.8;sufflamen_verres;1;17.5
bahia_culebra;22;7;2014;jicaral;n_sandoval;;;bahia_culebra_jicaral_2014_n_sandoval_1;40;2.8;scarus_ghobban;1;17.5
bahia_culebra;22;7;2014;jicaral;n_sandoval;;;bahia_culebra_jicaral_2014_n_sandoval_1;40;2.8;sufflamen_verres;2;25
bahia_culebra;22;7;2014;jicaral;n_sandoval;;;bahia_culebra_jicaral_2014_n_sandoval_2;40;2.8;johnrandallia_nigrirostris;2;7.5
bahia_culebra;22;7;2014;jicaral;n_sandoval;;;bahia_culebra_jicaral_2014_n_sandoval_2;40;2.8;abudefduf_troschelii;7;7.5
bahia_culebra;22;7;2014;jicaral;n_sandoval;;;bahia_culebra_jicaral_2014_n_sandoval_2;40;2.8;stegastes_acapulcoensis;20;7.5
